CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_M_mg/L,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,COLI_FEC_NMP/100_mL,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,AS_TOT_mg/L,CALIDAD_AS,CD_TOT_mg/L,CALIDAD_CD,CR_TOT_mg/L,CALIDAD_CR,HG_TOT_mg/L,CALIDAD_HG,PB_TOT_mg/L,CALIDAD_PB,MN_TOT_mg/L,CALIDAD_MN,FE_TOT_mg/L,CALIDAD_FE,SEMAFORO,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
OCPYU6407,HOCTUN,PENINSULA DE YUCATAN,YUCATAN,HOCTUN,PENINSULA DE YUCATAN,POZO,-89.201944,20.864444,263.58,Alta,1119.0,Permisible para riego,752.0,Potable - Dulce,0.2094,Baja,432.22,Potable - Dura,1.1,Potable - Excelente,1.0924,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.14937,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPYU6408,HOMUN,PENINSULA DE YUCATAN,YUCATAN,HOMUN,PENINSULA DE YUCATAN,POZO,-89.29517,20.73932,299.87,Alta,1071.0,Permisible para riego,702.0,Potable - Dulce,0.2632,Baja,455.9,Potable - Dura,1.1,Potable - Excelente,1.9008,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.14037,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPYU6409,HUHI,PENINSULA DE YUCATAN,YUCATAN,HUHI,PENINSULA DE YUCATAN,POZO,-89.16324,20.72727,213.92,Alta,1121.0,Permisible para riego,733.0,Potable - Dulce,0.3556,Baja,487.48,Potable - Dura,1.1,Potable - Excelente,2.0219,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.16939,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPYU6415,POZO IZAMAL,PENINSULA DE YUCATAN,YUCATAN,IZAMAL,PENINSULA DE YUCATAN,POZO,-89.01286,20.93906,353.35,Alta,975.0,Permisible para riego,629.0,Potable - Dulce,0.2,Baja,495.37,Potable - Dura,1.1,Potable - Excelente,5.0519,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.04091,Potable - Excelente,0.26087,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPYU6419,TEKANTO,PENINSULA DE YUCATAN,YUCATAN,TEKANTO,PENINSULA DE YUCATAN,POZO,-89.105556,21.010556,365.77,Alta,842.0,Permisible para riego,555.0,Potable - Dulce,0.2,Baja,365.61,Potable - Dura,1.1,Potable - Excelente,3.704,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.22193,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPYU6422,TELCHAC PUEBLO,PENINSULA DE YUCATAN,YUCATAN,TELCHAC PUEBLO,PENINSULA DE YUCATAN,POZO,-89.27398,21.18967,268.36,Alta,1133.0,Permisible para riego,752.0,Potable - Dulce,0.2,Baja,446.03,Potable - Dura,1.1,Potable - Excelente,0.0533,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0031,Potable - Excelente,0.20032,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPYU6423,TEMAX,PENINSULA DE YUCATAN,YUCATAN,TEMAX,PENINSULA DE YUCATAN,POZO,-88.93873,21.14076,352.4,Alta,769.0,Permisible para riego,518.0,Potable - Dulce,0.2565,Baja,438.14,Potable - Dura,1.1,Potable - Excelente,0.0697,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.19093,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPYU6426,TIMUCUY,PENINSULA DE YUCATAN,YUCATAN,TIMUCUY,PENINSULA DE YUCATAN,POZO,-89.513333,20.810556,368.63,Alta,1266.0,Permisible para riego,836.0,Potable - Dulce,0.2,Baja,499.32,Potable - Dura,1.1,Potable - Excelente,9.7972,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.29004,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPYU6427,TIXCACALCUPUL,PENINSULA DE YUCATAN,YUCATAN,TIXCACALCUPUL,PENINSULA DE YUCATAN,BOMBEO CENOTE,-88.270278,20.536667,264.54,Alta,794.0,Permisible para riego,539.0,Potable - Dulce,0.3991,Baja,453.93,Potable - Dura,1.1,Potable - Excelente,9.5247,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.2396,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPYU6430,UAYMA,PENINSULA DE YUCATAN,YUCATAN,UAYMA,PENINSULA DE YUCATAN,POZO,-88.316667,20.716944,308.47,Alta,962.0,Permisible para riego,632.0,Potable - Dulce,0.2,Baja,453.93,Potable - Dura,1.1,Potable - Excelente,2.1781,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.25983,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPYU6433,YAXCABA,PENINSULA DE YUCATAN,YUCATAN,YAXCABA,PENINSULA DE YUCATAN,POZO,-88.827222,20.548056,228.86,Alta,939.0,Permisible para riego,617.0,Potable - Dulce,0.2893,Baja,355.25,Potable - Dura,1.1,Potable - Excelente,5.7089,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0017,Potable - Excelente,0.2351,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCRBR4989M1,"ACUIFERO MINA NL POZO No, 10 SADM",RIO BRAVO,NUEVO LEON,MINA,CAMPO MINA,POZO,-100.53748,26.01722,214.62,Alta,1095.0,Permisible para riego,593.2,Potable - Dulce,0.4638,Media,326.568,Potable - Dura,1.1,Potable - Excelente,1.392795,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.0304,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCRBR4999M3,HACIENDA DOLORES TD 01 (POZO COMUNITARIO),RIO BRAVO,NUEVO LEON,CADEREYTA JIMENEZ,CITRICOLA NORTE,POZO,-99.78684,25.53044,304.41,Alta,1230.0,Permisible para riego,793.6,Potable - Dulce,0.2811,Baja,464.7418,Potable - Dura,1.1,Potable - Excelente,9.228152,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCRBR5001M1,POZO DE AGUA Y DRENAJE No. 9 CERRITOS,RIO BRAVO,NUEVO LEON,SALINAS VICTORIA,CAMPO CERRITOS,POZO,-100.12972,26.05851,349.305,Alta,690.0,Buena para riego,608.2,Potable - Dulce,0.3012,Baja,330.5264,Potable - Dura,1.1,Potable - Excelente,3.597931,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCRBR5007M2,EJIDO SANTA ISABEL Y DOLORES (TOMA DOMICILIARIA POZO COMUNITARIO),RIO BRAVO,NUEVO LEON,CADEREYTA JIMENEZ,CITRICOLA NORTE,POZO,-99.77911,25.53369,284.7,Alta,1208.0,Permisible para riego,745.4,Potable - Dulce,0.3007,Baja,454.7688,Potable - Dura,1.1,Potable - Excelente,5.635142,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.00062,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCRBR5008M1,POZO SAN JERONIMO II (SADM),RIO BRAVO,NUEVO LEON,MONTERREY,AREA METROPOLITANA DE MONTERREY,POZO,-100.3644,25.67537,267.18,Alta,850.0,Permisible para riego,488.8,Potable - Dulce,0.2133,Baja,346.36,Potable - Dura,1.1,Potable - Excelente,8.495764,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCRBR5046M2,EJIDO EL CALVARIO (POZO COMUNITARIO),RIO BRAVO,NUEVO LEON,CADEREYTA JIMENEZ,CITRICOLA NORTE,POZO,-99.8381,25.55759,374.49,Alta,1225.0,Permisible para riego,655.0,Potable - Dulce,0.7671,Potable - Optima,351.0496,Potable - Dura,20.0,Buena calidad,9.101861,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0073,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCRBR5106M1,COMUNIDAD LOS POCITOS,RIO BRAVO,NUEVO LEON,GALEANA,NAVIDAD-POTOSI-RAICES,POZO,-100.32683,24.80118,193.14,Alta,873.0,Permisible para riego,690.6667,Potable - Dulce,0.7108,Potable - Optima,406.368,Potable - Dura,1.1,Potable - Excelente,0.02,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.012,Potable - Excelente,0.1786,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
